Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,In stock?,Stock,Regular price,Categories,Images
simple,LAP017,CloudBook 14,1,0,visible,"ChromeOS laptop","Fast, secure, and cloud-first.",1,90,399.99,"Electronics > Laptops",https://images.unsplash.com/photo-1517336710212-8c9833752cc7?auto=format&fit=crop&w=800&q=80
simple,LAP018,Alpha Gaming 15,1,0,visible,"Budget gaming laptop","GTX 1650, 8GB RAM, 144Hz screen.",1,30,799.99,"Electronics > Laptops",https://images.unsplash.com/photo-1525547719571-a2d4ac8945e2?auto=format&fit=crop&w=800&q=80
simple,LAP019,PixelBook 13,1,0,visible,"High-res display laptop","3000x2000 resolution, perfect for photography.",1,15,1499.99,"Electronics > Laptops",https://images.unsplash.com/photo-1531297484001-80022131f5a1?auto=format&fit=crop&w=800&q=80
simple,LAP020,ZenBook Air,1,0,visible,"Silent laptop","Fanless design, completely silent operation.",1,28,1099.99,"Electronics > Laptops",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=800&q=80
simple,PHO001,Nexus 10,1,1,visible,"Flagship smartphone","The latest flagship with top-tier camera system.",1,100,999.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=800&q=80
simple,PHO002,Galaxy Elite S24,1,0,visible,"Premium Android phone","AMOLED display, 120Hz, incredible zoom.",1,80,1099.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?auto=format&fit=crop&w=800&q=80
simple,PHO003,iPhone Pro Max,1,0,visible,"Ultimate iOS experience","Titanium frame, A17 chip, professional video.",1,50,1199.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1556656793-062ff9878233?auto=format&fit=crop&w=800&q=80
simple,PHO004,Pixel Smart 8,1,0,visible,"AI-powered phone","Best-in-class AI features and clean Android.",1,60,799.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80
simple,PHO005,LitePhone 5G,1,0,visible,"Budget 5G phone","Fast connectivity at an affordable price.",1,150,299.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=800&q=80
simple,PHO006,Rugged Phone X,1,0,visible,"Indestructible phone","Built for construction sites and outdoor adventures.",1,40,499.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?auto=format&fit=crop&w=800&q=80
simple,PHO007,Flip Vision 3,1,0,visible,"Foldable flip phone","Compact design that opens into a full screen.",1,30,899.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1556656793-062ff9878233?auto=format&fit=crop&w=800&q=80
simple,PHO008,Note Ultra 5,1,0,visible,"Phablet with stylus","Large screen for productivity and creative work.",1,25,949.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80
simple,PHO009,Camera Pro Plus,1,0,visible,"Photography centric phone","1-inch sensor, manual controls, RAW support.",1,20,1299.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=800&q=80
simple,PHO010,Gaming Phone G1,1,0,visible,"Mobile gaming powerhouse","Built-in cooling fan, shoulder triggers.",1,15,849.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?auto=format&fit=crop&w=800&q=80
simple,PHO011,Senior Phone Ease,1,0,visible,"Easy to use phone","Large buttons, simplified interface.",1,120,149.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1556656793-062ff9878233?auto=format&fit=crop&w=800&q=80
simple,PHO012,Mini Compact 4,1,0,visible,"Small smartphone","Fits easily in one hand and pocket.",1,70,599.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80
simple,PHO013,EcoPhone Bio,1,0,visible,"Environmentally friendly phone","Modular design, easy to repair, recycled parts.",1,45,649.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=800&q=80
simple,PHO014,StreamPhone Z,1,0,visible,"Influencer phone","Front facing flash, stabilized video.",1,35,749.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?auto=format&fit=crop&w=800&q=80
simple,PHO015,SecureLink Pro,1,0,visible,"Privacy focused phone","Hardware kill switches for camera and mic.",1,10,999.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1556656793-062ff9878233?auto=format&fit=crop&w=800&q=80
simple,PHO016,WorkPhone 10,1,0,visible,"Enterprise smartphone","MDM ready, enhanced security features.",1,85,699.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80
simple,PHO017,ValueSmart 7,1,0,visible,"Essential smartphone","Everything you need, nothing you don't.",1,200,199.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1598327105666-5b89351aff97?auto=format&fit=crop&w=800&q=80
simple,PHO018,Zoom Master 5,1,0,visible,"Super zoom phone","100x digital zoom capabilities.",1,18,899.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5?auto=format&fit=crop&w=800&q=80
simple,PHO019,Swift Pro 12,1,0,visible,"Fast charging phone","0 to 100% in 15 minutes.",1,40,799.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1556656793-062ff9878233?auto=format&fit=crop&w=800&q=80
simple,PHO020,DualScreen Max,1,0,visible,"Dual screen phone","Multi-task like a pro with two displays.",1,12,1099.99,"Electronics > Smartphones",https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?auto=format&fit=crop&w=800&q=80
simple,AUD001,SonicPro Wireless,1,1,visible,"ANC Headphones","Industry leading noise cancellation and comfort.",1,100,349.99,"Electronics > Audio",https://images.unsplash.com/photo-1590658268037-6bf12165a8df?auto=format&fit=crop&w=800&q=80
simple,AUD002,BassBoom 500,1,0,visible,"Over-ear headphones","Powerful bass for EDM and Hip-Hop lovers.",1,150,149.99,"Electronics > Audio",https://images.unsplash.com/photo-1589003077984-894e133dabab?auto=format&fit=crop&w=800&q=80
simple,AUD003,Studio Monitor X,1,0,visible,"Reference headphones","Flat response for professional audio mixing.",1,40,249.99,"Electronics > Audio",https://images.unsplash.com/photo-1546435770-a3e426bf472b?auto=format&fit=crop&w=800&q=80
simple,AUD004,Buds Elite V3,1,0,visible,"True wireless earbuds","Compact case, wireless charging, great sound.",1,200,199.99,"Electronics > Audio",https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80
simple,AUD005,SportFit Air,1,0,visible,"Workout earbuds","IPX7 waterproof, secure ear-hook design.",1,180,99.99,"Electronics > Audio",https://images.unsplash.com/photo-1590658268037-6bf12165a8df?auto=format&fit=crop&w=800&q=80
simple,AUD006,Retro Hi-Fi,1,0,visible,"Audiophile headphones","Open-back design, premium wood finish.",1,25,499.99,"Electronics > Audio",https://images.unsplash.com/photo-1589003077984-894e133dabab?auto=format&fit=crop&w=800&q=80
simple,AUD007,Gamer Headset Z,1,0,visible,"7.1 Surround headset","Spatial audio, clear boom mic, RGB lighting.",1,120,129.99,"Electronics > Audio",https://images.unsplash.com/photo-1546435770-a3e426bf472b?auto=format&fit=crop&w=800&q=80
simple,AUD008,Travel ANC Lite,1,0,visible,"Folding ANC headphones","Perfect for commuters and frequent flyers.",1,90,179.99,"Electronics > Audio",https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80
simple,AUD009,PodCast Mic Pro,1,0,visible,"USB Condenser mic","Professional sound for streamers and podcasters.",1,60,159.99,"Electronics > Audio",https://images.unsplash.com/photo-1590658268037-6bf12165a8df?auto=format&fit=crop&w=800&q=80
simple,AUD010,BoomBox Portable,1,0,visible,"Bluetooth speaker","Loud, waterproof, and 20-hour battery life.",1,140,119.99,"Electronics > Audio",https://images.unsplash.com/photo-1589003077984-894e133dabab?auto=format&fit=crop&w=800&q=80
simple,AUD011,Home Theater Bar,1,0,visible,"Soundbar with sub","Transform your TV experience with Dolby Atmos.",1,35,399.99,"Electronics > Audio",https://images.unsplash.com/photo-1546435770-a3e426bf472b?auto=format&fit=crop&w=800&q=80
simple,AUD012,Vinyl Player Pro,1,0,visible,"Turntable with USB","Play your records and digitize them easily.",1,30,299.99,"Electronics > Audio",https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80
simple,AUD013,Kids Safe Buds,1,0,visible,"Volume limited earbuds","Protected hearing for children, colorful design.",1,250,29.99,"Electronics > Audio",https://images.unsplash.com/photo-1590658268037-6bf12165a8df?auto=format&fit=crop&w=800&q=80
simple,AUD014,BoneConductor S,1,0,visible,"Bone conduction headphones","Hear your music and your surroundings.",1,75,159.99,"Electronics > Audio",https://images.unsplash.com/photo-1589003077984-894e133dabab?auto=format&fit=crop&w=800&q=80
simple,AUD015,In-Ear Pro Monitor,1,0,visible,"Wired IEMs","Multi-driver setup for crisp detail.",1,45,199.99,"Electronics > Audio",https://images.unsplash.com/photo-1546435770-a3e426bf472b?auto=format&fit=crop&w=800&q=80
simple,AUD016,Party Speaker XL,1,0,visible,"High power speaker","Built-in lights and karaoke function.",1,20,449.99,"Electronics > Audio",https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80
simple,AUD017,Wireless Adapter,1,0,visible,"Bluetooth receiver","Make any old speaker wireless.",1,300,39.99,"Electronics > Audio",https://images.unsplash.com/photo-1590658268037-6bf12165a8df?auto=format&fit=crop&w=800&q=80
simple,AUD018,Classic Earphones,1,0,visible,"Simple wired buds","Reliable 3.5mm wired earphones.",1,500,14.99,"Electronics > Audio",https://images.unsplash.com/photo-1589003077984-894e133dabab?auto=format&fit=crop&w=800&q=80
simple,AUD019,Smart Assistant Spk,1,0,visible,"Smart speaker","Voice control for your smart home.",1,110,89.99,"Electronics > Audio",https://images.unsplash.com/photo-1546435770-a3e426bf472b?auto=format&fit=crop&w=800&q=80
simple,AUD020,Hi-Res Player,1,0,visible,"DAP Audio player","Support for FLAC, DSD and MQA files.",1,15,599.99,"Electronics > Audio",https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=800&q=80
simple,ACC001,USB-C Dock Pro,1,0,visible,"11-in-1 docking station","Connect everything with one cable to your laptop.",1,100,129.99,"Electronics > Accessories",https://images.unsplash.com/photo-1511467687858-23d96c32e4ae?auto=format&fit=crop&w=800&q=80
simple,ACC002,Wireless Mouse M1,1,0,visible,"Ergonomic mouse","Silent clicks, adjustable DPI, long battery life.",1,200,49.99,"Electronics > Accessories",https://images.unsplash.com/photo-1610461888750-10bfc601b874?auto=format&fit=crop&w=800&q=80
simple,ACC003,MechKeyboard K3,1,0,visible,"Mechanical keyboard","RGB, Brown switches, hot-swappable.",1,80,109.99,"Electronics > Accessories",https://images.unsplash.com/photo-1541140532154-b024d715b909?auto=format&fit=crop&w=800&q=80
simple,ACC004,PowerBank 20K,1,0,visible,"20000mAh power bank","Fast charging PD, charge multiple devices.",1,150,59.99,"Electronics > Accessories",https://images.unsplash.com/photo-1527864550417-7fd91fc51a46?auto=format&fit=crop&w=800&q=80
simple,ACC005,HDMI Cable 2.1,1,0,visible,"High speed HDMI","Supports 8K @ 60Hz and 4K @ 120Hz.",1,400,24.99,"Electronics > Accessories",https://images.unsplash.com/photo-1511467687858-23d96c32e4ae?auto=format&fit=crop&w=800&q=80
simple,ACC006,Laptop Stand Alu,1,0,visible,"Aluminum stand","Improve ergonomics and cooling for your laptop.",1,120,34.99,"Electronics > Accessories",https://images.unsplash.com/photo-1610461888750-10bfc601b874?auto=format&fit=crop&w=800&q=80
simple,ACC007,Webcam HD 4K,1,0,visible,"Ultra HD webcam","Autofocus, privacy cover, dual microphones.",1,70,89.99,"Electronics > Accessories",https://images.unsplash.com/photo-1541140532154-b024d715b909?auto=format&fit=crop&w=800&q=80
simple,ACC008,External SSD 1TB,1,0,visible,"Portable NVMe SSD","Blazing fast transfer speeds, rugged case.",1,55,149.99,"Electronics > Accessories",https://images.unsplash.com/photo-1527864550417-7fd91fc51a46?auto=format&fit=crop&w=800&q=80
simple,ACC009,MicroSD 256GB,1,0,visible,"High speed memory card","U3, V30 rated for 4K video recording.",1,300,39.99,"Electronics > Accessories",https://images.unsplash.com/photo-1511467687858-23d96c32e4ae?auto=format&fit=crop&w=800&q=80
simple,ACC010,USB Flash Drive,1,0,visible,"128GB USB 3.2","Secure and fast portable storage.",1,500,19.99,"Electronics > Accessories",https://images.unsplash.com/photo-1610461888750-10bfc601b874?auto=format&fit=crop&w=800&q=80
simple,ACC011,Monitor Arm Pro,1,0,visible,"Gas spring mount","Adjustable arm for clean desk setup.",1,45,79.99,"Electronics > Accessories",https://images.unsplash.com/photo-1541140532154-b024d715b909?auto=format&fit=crop&w=800&q=80
simple,ACC012,Mouse Pad XL,1,0,visible,"Extended mouse pad","Smooth cloth surface, stitched edges.",1,250,29.99,"Electronics > Accessories",https://images.unsplash.com/photo-1527864550417-7fd91fc51a46?auto=format&fit=crop&w=800&q=80
simple,ACC013,Cable Organizer,1,0,visible,"Desktop cable management","Keep your workspace tidy and clutter-free.",1,600,14.99,"Electronics > Accessories",https://images.unsplash.com/photo-1511467687858-23d96c32e4ae?auto=format&fit=crop&w=800&q=80
simple,ACC014,Screen Cleaner Kit,1,0,visible,"Display cleaning kit","Anti-static, alcohol-free, microfiber cloth.",1,400,12.99,"Electronics > Accessories",https://images.unsplash.com/photo-1610461888750-10bfc601b874?auto=format&fit=crop&w=800&q=80
simple,ACC015,Laptop Sleeve 14,1,0,visible,"Protective sleeve","Water resistant fabric, padded interior.",1,180,24.99,"Electronics > Accessories",https://images.unsplash.com/photo-1541140532154-b024d715b909?auto=format&fit=crop&w=800&q=80
simple,ACC016,Bluetooth Dongle,1,0,visible,"USB BT 5.3 adapter","Add Bluetooth to your PC easily.",1,350,19.99,"Electronics > Accessories",https://images.unsplash.com/photo-1527864550417-7fd91fc51a46?auto=format&fit=crop&w=800&q=80
simple,ACC017,Cooling Pad 17,1,0,visible,"Laptop cooler","Quiet fans with blue LED lighting.",1,90,39.99,"Electronics > Accessories",https://images.unsplash.com/photo-1511467687858-23d96c32e4ae?auto=format&fit=crop&w=800&q=80
simple,ACC018,Universal Adapter,1,0,visible,"International travel plug","Works in over 150 countries.",1,150,29.99,"Electronics > Accessories",https://images.unsplash.com/photo-1610461888750-10bfc601b874?auto=format&fit=crop&w=800&q=80
simple,ACC019,Wrist Rest Set,1,0,visible,"Memory foam rest","Comfort for keyboard and mouse usage.",1,220,21.99,"Electronics > Accessories",https://images.unsplash.com/photo-1541140532154-b024d715b909?auto=format&fit=crop&w=800&q=80
simple,ACC020,Webcam Stand,1,0,visible,"Adjustable tripod","Perfect height for meetings and streams.",1,140,17.99,"Electronics > Accessories",https://images.unsplash.com/photo-1527864550417-7fd91fc51a46?auto=format&fit=crop&w=800&q=80
simple,TSH001,Classic White Tee,1,0,visible,"100% Cotton white t-shirt","Essential classic white t-shirt for everyday wear. Comfortable and breathable.",1,100,19.99,"Fashion > T-Shirts",https://images.unsplash.com/photo-1562157873-818bc0726f68?auto=format&fit=crop&w=800&q=80
simple,TSH002,Graphic Print Tee,1,0,visible,"Cool graphic design t-shirt","Stand out with this unique graphic print. High-quality screen printing.",1,80,24.99,"Fashion > T-Shirts",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=800&q=80
simple,TSH003,V-Neck Essential,1,0,visible,"Slim fit v-neck t-shirt","Perfect for layering or wearing on its own. Premium soft fabric.",1,60,22.99,"Fashion > T-Shirts",https://images.unsplash.com/photo-1562157873-818bc0726f68?auto=format&fit=crop&w=800&q=80
simple,TSH004,Polo Sport Shirt,1,0,visible,"Breathable polo shirt","Casual yet professional look. Ideal for golf or office.",1,50,34.99,"Fashion > T-Shirts",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=800&q=80
simple,TSH005,Long Sleeve Basic,1,0,visible,"Soft long sleeve t-shirt","Great for cooler days. Available in multiple colors.",1,70,27.99,"Fashion > T-Shirts",https://images.unsplash.com/photo-1562157873-818bc0726f68?auto=format&fit=crop&w=800&q=80
simple,JNS001,Slim Fit Blue Jeans,1,1,visible,"Classic blue denim","Tapered leg, comfortable stretch denim. A wardrobe staple.",1,40,59.99,"Fashion > Jeans",https://images.unsplash.com/photo-1541099649105-f69ad21f3246?auto=format&fit=crop&w=800&q=80
simple,JNS002,Straight Leg Black,1,0,visible,"Standard black jeans","Versatile black denim with a comfortable straight cut.",1,35,54.99,"Fashion > Jeans",https://images.unsplash.com/photo-1542272604-787c3835535d?auto=format&fit=crop&w=800&q=80
simple,JNS003,Ripped Denim Style,1,0,visible,"Distressed fashion jeans","Trendy ripped details for a modern urban look.",1,25,69.99,"Fashion > Jeans",https://images.unsplash.com/photo-1541099649105-f69ad21f3246?auto=format&fit=crop&w=800&q=80
simple,JNS004,High Waisted Skinny,1,0,visible,"Flattering skinny jeans","Stretchy fabric with a high-rise waist for comfort.",1,45,49.99,"Fashion > Jeans",https://images.unsplash.com/photo-1542272604-787c3835535d?auto=format&fit=crop&w=800&q=80
simple,JNS005,Relaxed Fit Cargo,1,0,visible,"Multi-pocket cargo pants","Durable and practical with plenty of storage space.",1,30,64.99,"Fashion > Jeans",https://images.unsplash.com/photo-1541099649105-f69ad21f3246?auto=format&fit=crop&w=800&q=80
simple,SHOE001,Urban Sneakers,1,1,visible,"Lightweight casual sneakers","Stylish and comfortable for walking and daily use.",1,20,79.99,"Fashion > Shoes",https://images.unsplash.com/photo-1560769629-975ec94e6a86?auto=format&fit=crop&w=800&q=80
simple,SHOE002,Leather Boots,1,0,visible,"Classic brown leather boots","Durable construction with premium leather finish.",1,15,129.99,"Fashion > Shoes",https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?auto=format&fit=crop&w=800&q=80
simple,SHOE003,Running Pro Max,1,0,visible,"High-performance running shoes","Advanced cushioning and support for long distances.",1,25,119.99,"Fashion > Shoes",https://images.unsplash.com/photo-1542291026-7eec264c27ff?auto=format&fit=crop&w=800&q=80
simple,SHOE004,Formal Oxford Shoes,1,0,visible,"Elegant dress shoes","Perfect for weddings, office, and formal events.",1,12,89.99,"Fashion > Shoes",https://images.unsplash.com/photo-1560769629-975ec94e6a86?auto=format&fit=crop&w=800&q=80
simple,SHOE005,Canvas Slip-Ons,1,0,visible,"Easy wear canvas shoes","Breathable and simple for a relaxed summer look.",1,60,39.99,"Fashion > Shoes",https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?auto=format&fit=crop&w=800&q=80
simple,ACC021,Minimalist Watch,1,1,visible,"Sleek analog watch","Thin profile with a genuine leather strap.",1,18,149.99,"Fashion > Accessories",https://images.unsplash.com/photo-1511467687858-23d96c32e4ae?auto=format&fit=crop&w=800&q=80
simple,ACC022,Leather Tote Bag,1,0,visible,"Spacious everyday bag","Handcrafted leather with plenty of room for essentials.",1,10,199.99,"Fashion > Accessories",https://images.unsplash.com/photo-1610461888750-10bfc601b874?auto=format&fit=crop&w=800&q=80
simple,ACC023,Polarized Sunglasses,1,0,visible,"Classic aviator style","High-quality lenses with 100% UV protection.",1,40,59.99,"Fashion > Accessories",https://images.unsplash.com/photo-1541140532154-b024d715b909?auto=format&fit=crop&w=800&q=80
simple,ACC024,Silk Neck Tie,1,0,visible,"Premium silk tie","Sophisticated patterns for a professional look.",1,100,29.99,"Fashion > Accessories",https://images.unsplash.com/photo-1527864550417-7fd91fc51a46?auto=format&fit=crop&w=800&q=80
simple,ACC025,Wool Winter Scarf,1,0,visible,"Warm knit scarf","Soft wool blend to keep you cozy in cold weather.",1,55,34.99,"Fashion > Accessories",https://images.unsplash.com/photo-1511467687858-23d96c32e4ae?auto=format&fit=crop&w=800&q=80
